node_name,node_type,node_position,parent,weight
titanmusk,developer,-55.60133278190045|583.4416684099326|1043.5842042592699,nilsteampassnet/TeamPass,3.46
edra10,developer,-48.08153729154924|291.2010130268011|1087.7335740407261,nilsteampassnet/TeamPass,3.41
flavioaqa,developer,75.7265851053794|342.1503189785784|1186.984229954564,nilsteampassnet/TeamPass,3.41
Knoppix1,developer,-201.0169979509262|260.9155986536533|1254.34462248264,nilsteampassnet/TeamPass,3.41
tuxlinuxbr,developer,-424.6406336155885|167.9308741947437|1152.6534544146798,nilsteampassnet/TeamPass,3.15
AKorolkovs,developer,144.26780177207706|363.22160538228457|920.0619660092385,nilsteampassnet/TeamPass,3
mateuszdomagalayosi,developer,-174.39829867932252|387.2148836512144|866.3212438597109,nilsteampassnet/TeamPass,3
tengdagg,developer,-183.68043948549519|411.4873905167345|1209.8755480573827,nilsteampassnet/TeamPass,3
domsivickas,developer,-208.15872952902052|474.07423928158823|1009.7879869467472,nilsteampassnet/TeamPass,2.83
c1thunder,developer,131.34761565869303|275.19391051261283|783.0044735339275,nilsteampassnet/TeamPass,2.83
whosht,developer,-407.95048926403575|644.294766212514|1339.6956468350927,nilsteampassnet/TeamPass,2.83
necarnot,developer,-352.17379903830744|588.9435811556245|1172.2241269978008,nilsteampassnet/TeamPass,2.83
aleks001,developer,-132.3391595810961|236.15326641493408|1303.286759995954,nilsteampassnet/TeamPass,2.65
djbotelho,developer,-32.55769877677602|252.56436982110012|1071.0927065356166,nilsteampassnet/TeamPass,2.65
rsalas,developer,-22.442316868622925|723.0873228449402|995.9325803628604,nilsteampassnet/TeamPass,2.45
SrivalliKusumba,developer,70.48519349347623|520.7297279129375|1335.905009201495,nilsteampassnet/TeamPass,2.41
mnqazi,developer,-51.030700149552615|390.93667849475315|864.0090419008175,nilsteampassnet/TeamPass,2.24
Nunuzinhaw,developer,-209.8121065295421|673.893631794873|1325.6428839258065,nilsteampassnet/TeamPass,2
tiabcd,developer,-238.7044009343209|210.63407105089055|1224.5646085494668,nilsteampassnet/TeamPass,2
jussara-ti,developer,-255.66255933326258|266.730826098968|1033.9178708913792,nilsteampassnet/TeamPass,2
nim-lang/Nim,repo,764.145213560204|1145.0432903832325|-1012.0238956565722,,33.42
Araq,developer,837.1300616229203|1125.1882368021315|-1011.4559889057168,nim-lang/Nim,53.94
ringabout,developer,940.7048563037597|969.979550640899|-1033.4116908941678,nim-lang/Nim,50.67
metagn,developer,693.3386026718939|846.1235719919089|-722.3870239174713,nim-lang/Nim,33.28
juancarlospaco,developer,993.6504374802437|1205.6545300621237|-1176.2205122270705,nim-lang/Nim,31.57
jmgomez,developer,1010.3817571580784|1405.0724611455526|-887.8268214485624,nim-lang/Nim,26.37
arnetheduck,developer,486.14948244244385|1241.1229362799|-1201.1132134899901,nim-lang/Nim,18.44
bung87,developer,996.1041492779196|1162.0237002326558|-763.9228471652281,nim-lang/Nim,13.74
heterodoxic,developer,491.2455486591121|952.2316245342465|-1055.7737626127755,nim-lang/Nim,13.37
tersec,developer,858.8380745738546|1355.4203915795126|-970.8570134744477,nim-lang/Nim,11.23
ILikesCaviar,developer,803.0817801832785|1181.6890806609706|-764.2237106442157,nim-lang/Nim,10.93
ire4ever1190,developer,674.77229283035|1414.069608171501|-1025.2471170976505,nim-lang/Nim,10.8
demotomohiro,developer,973.7115690846297|911.0442492493377|-1292.5943357209499,nim-lang/Nim,10.68
Menduist,developer,832.1137190358454|1028.7689087658216|-1180.0952486056408,nim-lang/Nim,10.33
beef331,developer,1017.0124111292123|1215.078420713527|-776.57017500711,nim-lang/Nim,9.98
SirOlaf,developer,773.1991596342186|1142.6479152847014|-779.2220466959271,nim-lang/Nim,9.87
Gruruya,developer,633.6329504882461|987.8133059303625|-1160.2596480094796,nim-lang/Nim,9.81
etan-status,developer,888.2821074366864|1395.3810548811077|-1285.1122427905104,nim-lang/Nim,9.52
litlighilit,developer,662.7475270862304|1114.8423727643835|-1034.9349469136187,nim-lang/Nim,8.92
konsumlamm,developer,821.1957815544037|883.1226649711666|-806.8975386506095,nim-lang/Nim,8.06
a-mr,developer,829.274956129345|1302.6655478164723|-1149.2168817447728,nim-lang/Nim,7.88
planetis-m,developer,537.4663447735074|1436.8185701969544|-955.122787800095,nim-lang/Nim,7.8
ZoomRmc,developer,909.8589768514515|885.4020333961705|-1267.7441336256957,nim-lang/Nim,7.68
al6x,developer,683.3820062203902|1214.1997908761289|-991.0288923607144,nim-lang/Nim,7.39
awr1,developer,555.2860076060954|1027.7574351704368|-1117.3124376740475,nim-lang/Nim,6.65
Yardanico,developer,980.647312252769|1275.5980410996872|-910.4905187696625,nim-lang/Nim,5.88
jordan-gillard,developer,669.7063326408947|1320.7605303645194|-1299.795693559141,nim-lang/Nim,5.48
hamidb80,developer,478.2619048695045|1328.651949950923|-843.8170732535375,nim-lang/Nim,5.15
ehmry,developer,932.188995176875|1227.091381846884|-895.9021677642694,nim-lang/Nim,4.83
faldor20,developer,721.7996179068413|1101.0599781227943|-1041.8959182943756,nim-lang/Nim,4.8
AmjadHD,developer,632.3070128837269|1425.7138814734426|-1072.674116595265,nim-lang/Nim,4.73
NixOS/nix,repo,-514.0940930546927|615.0157005007136|873.7772397545923,,65.36
Ericson2314,developer,-624.1894891561492|779.6423346383474|870.1215294693868,NixOS/nix,59.46
roberth,developer,-266.25980517883863|431.25752754773384|739.9313149879306,NixOS/nix,55
fricklerhandwerk,developer,-220.1601425736701|323.22948153894293|951.5167461760584,NixOS/nix,52.38
edolstra,developer,-800.4068453102966|837.8387560758684|651.2655769525343,NixOS/nix,32.3
thufschmitt,developer,-526.767213708842|486.84319252218614|630.3768571342141,NixOS/nix,26.98
nixos-discourse,developer,-803.451511999727|877.1969295766502|997.7543145497254,NixOS/nix,26.1
abathur,developer,-342.8020919779824|562.3042205439883|825.2678930883403,NixOS/nix,13.2
SuperSandro2000,developer,-514.4959051429984|857.1414987768827|628.7390518938329,NixOS/nix,12.24
inclyc,developer,-673.2389439313997|419.4314218003506|736.0815698722017,NixOS/nix,11.59
iFreilicht,developer,-598.8351991956174|625.1392432380741|1053.2062070736772,NixOS/nix,11.06
layus,developer,-524.1145489833275|468.8704624224313|760.2972744819375,NixOS/nix,11
infinisil,developer,-633.4641235048214|844.3903997811074|641.7587143830658,NixOS/nix,10.02
polykernel,developer,-231.4151122148196|419.4029899121535|628.5021881259081,NixOS/nix,9.9
domenkozar,developer,-752.9186237600177|377.7122250487262|1053.6967234327258,NixOS/nix,9.57
balsoft,developer,-234.55323819350815|370.4324518461113|847.6490113118564,NixOS/nix,9.27
tomberek,developer,-698.4575547589994|698.7377686990861|859.7640056584785,NixOS/nix,9.23
ncfavier,developer,-508.50535805613|371.5662560559516|693.7730624617964,NixOS/nix,9.12
NobbZ,developer,-748.2117073639886|677.3559043226521|592.0321019107407,NixOS/nix,8.84
benradf,developer,-686.5465930900173|783.187039986751|1027.2462355421624,NixOS/nix,8.29
cole-h,developer,-778.302689119811|341.56834258803264|839.9993839278125,NixOS/nix,8.2
aakropotkin,developer,-632.6368393084144|876.6624799385846|988.1081114205067,NixOS/nix,8.1
amjoseph-nixpkgs,developer,-394.300527836443|807.8462228935514|1082.8753723552836,NixOS/nix,8.05
puckipedia,developer,-804.7949030653724|589.5996451600995|961.8499509540209,NixOS/nix,8.05
sternenseemann,developer,-275.2183136126358|331.68625460575885|979.6126842466826,NixOS/nix,7.57
andreabedini,developer,-681.5515402976207|628.5154560919827|762.7930113240395,NixOS/nix,7.01
colemickens,developer,-303.11756768301444|646.5741511034284|940.2342925333596,NixOS/nix,6.78
emilazy,developer,-745.8504672768512|893.0729906705427|1121.5021830524342,NixOS/nix,6.41
Enzime,developer,-616.477531891682|676.6128939843242|708.4426813306764,NixOS/nix,5.91
wentasah,developer,-483.66350367662966|393.8677836900406|588.4437660651942,NixOS/nix,5.9
Hoverbear,developer,-345.5157643072934|439.5263283205054|1085.448021976455,NixOS/nix,5.88
nlohmann/json,repo,-377.7588074089549|-577.7925122097764|184.90848695190084,,6.37
nlohmann,developer,-653.3381569320194|-781.1478949546715|39.780744032243206,nlohmann/json,15.49
coveralls,developer,-434.97354880068133|-672.4612139249989|165.96105542287972,nlohmann/json,2.83
gregmarr,developer,-537.4725656990602|-874.4324458113464|455.6426486850462,nlohmann/json,6.36
Tomerkm,developer,-577.7149044353016|-867.8592831054509|258.1126209739564,nlohmann/json,5.2
tusooa,developer,-196.40358558691662|-815.4043978802601|198.19215392497318,nlohmann/json,3.65
Nauroze,developer,-654.5873793522926|-361.3749003197386|230.83325695322833,nlohmann/json,3.46
jmigual,developer,-454.6065478477696|-760.2242485520273|466.5470475617926,nlohmann/json,3.16
schuylermartin45,developer,-443.8768913139087|-636.0169371194736|0.9966326756768922,nlohmann/json,2.83
Blzut3,developer,-355.445901072028|-571.6901646114309|197.44854883509612,nlohmann/json,2.83
Octoklingjs,developer,-379.88343137468416|-282.98403593092405|229.59269293195456,nlohmann/json,2.65
CosmicPegasis,developer,-399.7687735403388|-535.4598242774528|-5.574179369010295,nlohmann/json,2.65
fsandhei,developer,-441.4642947194901|-815.3223381470318|-10.965422688725994,nlohmann/json,2.45
herhor67,developer,-237.83395741866826|-676.2114750979239|154.10966129188688,nlohmann/json,2.41
fanno,developer,-368.6329545707351|-469.1069429199171|34.02927174496995,nlohmann/json,2.41
LecrisUT,developer,-138.20294981563586|-726.2127423869136|227.95790313933395,nlohmann/json,2.24
aleksproger,developer,-366.41162800400656|-627.5145126703721|-23.73286721473346,nlohmann/json,2.24
sgshulman,developer,-377.6085386229829|-697.9278815526691|109.28139518095037,nlohmann/json,2
theIDinside,developer,-142.8354833971124|-523.9781892328306|472.473836225412,nlohmann/json,2
BeingTormented07,developer,-502.7697333292358|-844.7876284359802|-37.989819678517705,nlohmann/json,1.73
LordWolfenstein,developer,-413.3607487567817|-373.09466543565276|26.26648336670283,nlohmann/json,1.73
rotolof,developer,-240.68057109806273|-541.0570435997131|436.65001509726324,nlohmann/json,1.73
ALF-ONE,developer,-312.38082726008633|-296.90989026706325|295.67807815553135,nlohmann/json,1.73
marekpiotrowski,developer,-442.87145887115867|-576.987443488156|-63.44395869585796,nlohmann/json,1.73
pedro-vicente,developer,-127.56441155861546|-673.131752350215|208.9044806397319,nlohmann/json,1.73
Watchman58,developer,-539.8327499209469|-384.1824835637616|-26.734319058279652,nlohmann/json,1.73
sarvex,developer,-175.04110320211902|-815.3782536422875|295.17941895737897,nlohmann/json,1.73
perlippens,developer,-294.110104315916|-832.579229290374|-45.88171395971267,nlohmann/json,1.41
DuckyDuckerson,developer,-146.7391656624618|-787.7367969431975|256.2166559658313,nlohmann/json,1.41
RochaStratovan,developer,-650.4398867507095|-785.3969432918122|331.71064512956985,nlohmann/json,1.41
Romop5,developer,-400.17487629881634|-480.47967335011305|225.4441773484753,nlohmann/json,1.41
nothings/stb,repo,-1291.2880039091353|-670.2467648266988|893.3619209971112,,5.73
nothings,developer,-1157.15511798419|-918.7029668447193|1064.378602787047,nothings/stb,9.14
JarLob,developer,-1242.0702071669948|-686.5802865868449|1181.475528864664,nothings/stb,3.46
rygorous,developer,-1494.6257661841296|-629.8254436492252|833.6077794242248,nothings/stb,3.15
DaMoXin,developer,-1151.8116300031047|-849.201460170573|1071.9661966865951,nothings/stb,2.65
Youlean,developer,-1120.3011995325992|-845.1910002873171|940.9201163809852,nothings/stb,2.65
ma261065,developer,-1248.300885706447|-744.5736347076397|799.268800240576,nothings/stb,2.65
AliceLR,developer,-1569.4840072718225|-692.2307916052225|1189.84996837692,nothings/stb,2.45
simpo-lei,developer,-1259.9762305396546|-817.7721306120575|898.0575469072126,nothings/stb,2.24
farteryhr,developer,-1238.4562691803058|-437.918986070531|723.3294420264135,nothings/stb,2.24
git-xiaocao,developer,-1214.2319439798168|-910.6602317742056|1095.6776007441088,nothings/stb,2
th1nk3r-ing,developer,-1011.2086947762868|-545.8343368671137|1032.3299622744319,nothings/stb,2
jonfryd,developer,-1428.1843948825413|-467.9224371553342|710.766349195208,nothings/stb,2
andykt,developer,-1507.383177513176|-741.2496047141202|801.11398816783,nothings/stb,2
wcaleniekubaa,developer,-1423.5443850673278|-445.09805728326864|742.2228230232977,nothings/stb,1.73
diamante0018,developer,-1358.13515933846|-654.0641568892536|1043.001260542867,nothings/stb,1.73
1vanK,developer,-1463.155877639349|-889.4084660151767|760.7296512869464,nothings/stb,1.73
danemadsen,developer,-1560.3384819950718|-924.6721440019676|1148.645823388563,nothings/stb,1.73
avivbeeri,developer,-1068.4332883374905|-883.6060721204824|922.0658112023623,nothings/stb,1.73
mackyle,developer,-1276.4099059978535|-400.4592215912262|803.645153587688,nothings/stb,1.73
Bonmera,developer,-1229.011668189604|-812.8235259573751|1148.0959325959407,nothings/stb,1.41
pbozikis,developer,-1271.4424255207641|-815.4303087964398|1005.6612142756305,nothings/stb,1.41
jasonrohrer,developer,-1352.2862749543517|-698.2619478374233|693.0940392403975,nothings/stb,1.41
coolcornucopia,developer,-1251.4057079638465|-580.5381699583061|1129.145601334677,nothings/stb,1.41
dnotq,developer,-1543.0796540170459|-717.5955483134345|1014.1036035388967,nothings/stb,1.41
ChrisThrasher,developer,-1237.322814164941|-456.32200716425416|908.3767638202746,nothings/stb,1.41
tuket,developer,-1396.9316114184307|-691.452184829549|887.0632478577802,nothings/stb,1.41
N-R-K,developer,-1159.6957169267469|-831.1236665957834|1096.6285648017135,nothings/stb,1
NeilBickford-NV,developer,-1514.6239923912285|-845.2216476111626|819.4632839613963,nothings/stb,1
geneotech,developer,-1495.5145302973442|-732.3275685436163|982.9134128497809,nothings/stb,1
plzombie,developer,-1582.9510016754064|-565.6336459662625|659.620512658579,nothings/stb,1
ocornut/imgui,repo,-353.8483001046718|556.6699164978645|-36.73967627105162,,57.86
ocornut,developer,-612.3802160241592|540.1714442823346|-91.85752088951662,ocornut/imgui,33.22
GamingMinds-DanielC,developer,-180.26302294917355|781.7473659205692|210.07913743789254,ocornut/imgui,9.71
dgm3333,developer,-322.9739567886879|394.1608923828313|-334.00688860812437,ocornut/imgui,7.52
spnda,developer,-326.822928360199|632.7883170704208|-59.44593063093947,ocornut/imgui,6
cmarcelo,developer,-636.5271457836477|584.7775636492936|-111.44394987257732,ocornut/imgui,5.8
sarchar,developer,-374.00273366648594|819.0019404819054|-159.78813795204567,ocornut/imgui,5.29
plakapenka,developer,-438.4217592872557|754.2570029192547|-232.5166209235186,ocornut/imgui,5.28
LoicBaumann,developer,-563.2091792514291|593.0249465282996|-108.04169917846562,ocornut/imgui,5.24
PathogenDavid,developer,-88.22060245077705|510.0773768536451|-249.54404162926934,ocornut/imgui,5
sakiodre,developer,-582.0764567344257|609.0691780503538|-201.65819997301708,ocornut/imgui,4.9
dacobi,developer,-115.4638200489228|403.4131128140035|-47.047990751972065,ocornut/imgui,4.73
cfillion,developer,-421.3174367019185|480.0387887428621|-96.39107143852851,ocornut/imgui,4.58
ChivenZhang,developer,-629.4397438756855|739.836107624578|-46.17728570275551,ocornut/imgui,4.56
BobbyAnguelov,developer,-214.1863623735432|617.188927561943|156.71097794116247,ocornut/imgui,4.16
SaschaWillems,developer,-382.5919373830805|313.1599610792676|-164.12586171071598,ocornut/imgui,3.87
sodamouse,developer,-270.8407549284494|540.6717151621964|24.7812963460039,ocornut/imgui,3.74
Jon-Admiral-Instruments,developer,-211.61981001783278|259.3241244529618|-1.0676762344866688,ocornut/imgui,3.73
nicolasnoble,developer,-651.717704348373|363.9684602335881|89.26413182621155,ocornut/imgui,3.73
mistahmikey,developer,-361.9864051290599|793.5950749492846|158.6933000083352,ocornut/imgui,3.73
Half-People,developer,-383.96889973225916|625.652715674759|-136.0091773580262,ocornut/imgui,3.65
JohelEGP,developer,-163.8355209602176|740.8571071897242|-94.63284363625655,ocornut/imgui,3.61
ElectroidDes,developer,-54.42602647310048|794.0093844740711|5.197543537192701,ocornut/imgui,3.46
thedmd,developer,-171.9346127916961|851.2580413697332|219.87541573054864,ocornut/imgui,3.46
GasimGasimzada,developer,-323.30528317552535|398.6006264320907|-188.9592539528224,ocornut/imgui,3.46
Dragnalith,developer,-305.0174920250331|792.3456134793711|202.63287783926148,ocornut/imgui,3.45
Lester702,developer,-529.4161649555219|386.6134698093221|-108.06187326278504,ocornut/imgui,3.41
aiekick,developer,-302.28374541444424|368.009556279883|-143.54878228508505,ocornut/imgui,3.41
dalerank,developer,-175.8577004308902|471.74447319243546|185.57936497370372,ocornut/imgui,3.41
S41L0R,developer,-278.8649146540395|728.7018282082589|109.60637395036258,ocornut/imgui,3.32
euyogi,developer,-538.2424792206592|553.4287293156874|-31.50801150733787,ocornut/imgui,3.32
octocat/Hello-World,repo,405.8099593864797|258.9937321059806|-491.41345355636975,,3.85
Sad0827,developer,176.24833902293153|35.675122835266336|-362.37148293142457,octocat/Hello-World,5.48
GloWE3,developer,390.13958862083786|526.7940872696589|-429.21774380813025,octocat/Hello-World,2.83
Drmostafa20,developer,144.0002102350923|-1.7960967198673643|-497.44656183292045,octocat/Hello-World,2.83
DanielDW23,developer,480.54333623937237|124.33937456662568|-250.39684555682732,octocat/Hello-World,2
CaseySwint,developer,301.66690893615726|492.1014954386452|-310.64666424901185,octocat/Hello-World,2
MahediHasan993,developer,405.96560505124916|-22.04421597432713|-655.4460447246017,octocat/Hello-World,1.73
kelueders,developer,672.6004920979655|16.830208766579403|-257.7088318892763,octocat/Hello-World,1.73
Avelas559,developer,536.0141547366411|544.9198573306995|-532.1971233624483,octocat/Hello-World,1.73
arijadhav1,developer,528.4926197475647|165.85608642804317|-423.1351573866555,octocat/Hello-World,1.73
turbervillejoseph,developer,687.5328574930944|176.05522535488913|-510.59073933093396,octocat/Hello-World,1.73
