node_name,node_type,node_position,parent,weight
kaloianm,developer,-1321.4031528173382|-34.90693292300716|-481.5904954737573,mongodb/mongo,4
Meilianggang,developer,-1745.547888248298|-548.5899647460584|-70.05468985225536,mongodb/mongo,3.87
m4nti5,developer,-1704.3610640317522|-224.41795865856727|-245.92234610677946,mongodb/mongo,3.32
gewa24,developer,-1202.0449004856098|-353.5177625445728|-46.30627139423348,mongodb/mongo,3.24
MarcusSorealheis,developer,-1388.1328078029128|-17.96679327074162|-391.4895859464449,mongodb/mongo,2.24
debdutdeb,developer,-1307.3549155721062|-50.840235768885464|-345.7244028750341,mongodb/mongo,2
jkcherrybomb,developer,-1570.404785885918|-10.842244689137829|-141.56185591340937,mongodb/mongo,2
jmikola,developer,-1758.2389069294388|-150.03756276624273|-443.8649401892692,mongodb/mongo,2
hemanth8928,developer,-1537.3320529242912|-54.31355113357233|-302.39985109451925,mongodb/mongo,1.73
mikeshen7,developer,-1408.1589784881617|-481.40641112125945|-95.7685260353935,mongodb/mongo,1.73
saurabhprasadsah,developer,-1628.281892453588|-150.47383794897422|9.723685109328983,mongodb/mongo,1.73
akirataguchi115,developer,-1750.1158238048438|-575.7571812540111|-85.0977299122963,mongodb/mongo,1.73
AIxWall,developer,-1360.6278082065235|-318.4281667577634|-461.4746014275811,mongodb/mongo,1.73
siddux,developer,-1624.4141241558445|-396.2015786999981|62.45818922017338,mongodb/mongo,1.73
cusspvz,developer,-1719.0204475435623|-271.83485441848273|-222.4046112791516,mongodb/mongo,1.73
BillyDonahue,developer,-1422.0282524091824|-424.13317419391103|-396.61652867775615,mongodb/mongo,1.41
shreyaskalyan,developer,-1362.5814311588076|-72.49887311545228|-184.3594980417626,mongodb/mongo,1
yuanfang0818,developer,-1620.170490365529|-289.914320721833|-166.13307611307437,mongodb/mongo,1
kelly-cs,developer,-1199.1160970272113|-96.20461921593659|-20.504541547635597,mongodb/mongo,1
erwee,developer,-1350.9132627360848|-325.8131615726632|-100.75064929208708,mongodb/mongo,1
patrykzabkiewicz,developer,-1486.224898732707|-27.700192010459887|-308.3561570739273,mongodb/mongo,1
dstorch,developer,-1479.2439329054027|-291.5564896813074|17.864012556881903,mongodb/mongo,1
mong/mongts,repo,28.63582261187912|-394.79929751466057|657.2099431436159,,14.68
arnfinn,developer,40.8415214094768|-375.2918325157247|734.2008528639817,mong/mongts,25.05
Stein-Kato,developer,-140.10318754686298|-422.13281849828377|552.7241805757338,mong/mongts,3.61
knarfneslo,developer,26.47048018869839|-115.19219872690189|512.9622194283227,mong/mongts,2.24
JorgenRe1,developer,127.56011261532308|-393.10538903778365|642.1624962925184,mong/mongts,1.73
HajiKedir,developer,6.22455249740824|-661.0852532552767|723.6300537775124,mong/mongts,1
mozilla/bedrock,repo,8.963668669752451|1392.8315456792207|634.9733005616331,,31.99
alexgibson,developer,81.52171465281685|1254.9611127433977|894.2412276490167,mozilla/bedrock,50.32
stephaniehobson,developer,257.06637301710225|1241.7419027320323|545.187195972084,mozilla/bedrock,34.83
craigcook,developer,77.3063262541391|1203.195750095677|852.3730755436952,mozilla/bedrock,29.26
stevejalim,developer,-102.28442979281658|1131.895393518999|803.4257228639431,mozilla/bedrock,28.13
reemhamz,developer,223.24136093708523|1649.344742692522|679.8627711267511,mozilla/bedrock,25.73
nathan-barrett,developer,104.22485424983518|1262.6171465261493|397.06380695306314,mozilla/bedrock,22.96
pmac,developer,-213.34504919616666|1610.035470458079|831.5844732098603,mozilla/bedrock,17.96
robhudson,developer,156.38885680301854|1542.4993162988133|797.4745241564484,mozilla/bedrock,12.55
slightlyoffbeat,developer,-255.02865885426377|1679.7639938395168|549.6682469723825,mozilla/bedrock,8.71
fkiriakos07,developer,-41.911639296368634|1101.134449570122|730.7836973560829,mozilla/bedrock,7.79
flodolo,developer,122.84966372082971|1649.3434813084118|862.9239638870017,mozilla/bedrock,7.69
a-kyne,developer,-110.44456745689061|1450.2638506870642|524.1457260036238,mozilla/bedrock,5.46
gene1wood,developer,-84.8066294190595|1228.7617505118537|861.5685934520517,mozilla/bedrock,5.45
peiying2,developer,-141.11587562599627|1485.509548551424|673.3068957391934,mozilla/bedrock,5.06
enavajas,developer,-251.81714285556876|1670.9520473278926|736.5415993680116,mozilla/bedrock,5.02
yashkhandelwal123,developer,-135.9921048821805|1105.786944208813|549.5810998996707,mozilla/bedrock,4.65
bcolsson,developer,207.4292402302733|1189.634948366044|352.0956209190343,mozilla/bedrock,4.46
Ingi-Hong,developer,-202.77566262210829|1184.3233046737948|869.7708903985236,mozilla/bedrock,4.24
krattliff11,developer,-221.57200627194902|1102.9494911383267|847.5862505603476,mozilla/bedrock,4.24
tomrittervg,developer,228.82374246260304|1653.1114958907947|713.9402721216433,mozilla/bedrock,4.18
pascalchevrel,developer,88.41154563115992|1404.097651567645|640.899715752166,mozilla/bedrock,4.18
kirill-demtchouk,developer,-57.85429013526422|1135.987883287679|809.3497395896445,mozilla/bedrock,3.46
topotropic,developer,68.6341530244519|1543.0766485235422|538.9646666371123,mozilla/bedrock,2.83
rvandermeulen,developer,-57.374669912861776|1480.9774812240612|416.04472839403434,mozilla/bedrock,2.83
NitinRana01125532553,developer,105.66048512153594|1624.775418185632|651.6350078087319,mozilla/bedrock,2.45
jswinarton,developer,107.02029605188187|1406.141763373157|739.2028734700998,mozilla/bedrock,2.41
denschub,developer,-217.79928010141387|1377.7534587325802|615.7249154752406,mozilla/bedrock,2.24
amishk783,developer,-68.70777883502163|1662.4566892337045|751.4339159826077,mozilla/bedrock,2.24
bkochendorfer,developer,-178.68889173536812|1367.8651531334979|799.6388070185428,mozilla/bedrock,2
LuminitaB,developer,174.32707544593018|1309.1235304760812|516.4590819579488,mozilla/bedrock,2
mozilla/firefox-translations-training,repo,-121.05114636433882|1192.8589175873922|86.81266512673483,,13.4
bhearsum,developer,-85.8448529442789|1123.1477755790734|-172.97813301088274,mozilla/firefox-translations-training,24.98
gabrielBusta,developer,-248.0551633847815|1430.124806620111|276.14116731006453,mozilla/firefox-translations-training,12.17
ahal,developer,159.1552569985712|939.0062188205966|-91.9359072767308,mozilla/firefox-translations-training,4.9
eu9ene,developer,-271.13534738758415|1263.3985326666225|216.35883557085845,mozilla/firefox-translations-training,4.69
TommiNieminen,developer,-124.04580438224616|1374.1384743958183|304.80143368298036,mozilla/firefox-translations-training,2.65
andrenatal,developer,-62.15262417961901|1450.3926457277184|2.701499121073198,mozilla/firefox-translations-training,2.41
marco-c,developer,55.107702807063276|1073.5152418804573|-131.00005766766745,mozilla/firefox-translations-training,2
msgpack/msgpack-c,repo,210.45639200795677|860.4542359615612|-135.79730640213734,,1
redboltz,developer,269.80961951234093|982.1526201970042|-313.9045883375261,msgpack/msgpack-c,13.75
uyha,developer,-71.03763833028569|1119.9926005622006|-268.89734363914476,msgpack/msgpack-c,7.35
codecov-commenter,developer,495.7236340612591|935.2957392291748|-339.90924653250875,msgpack/msgpack-c,14.48
aberaud,developer,128.88571905837077|1019.4326490299607|20.889230654981134,msgpack/msgpack-c,2.45
aint-no-programmer,developer,109.94068903395001|798.9000771095936|108.10426823527962,msgpack/msgpack-c,2
Avalanchecoder,developer,144.11248279861445|914.9413899851106|-336.88530440418435,msgpack/msgpack-c,1.73
cbccy,developer,286.8386928137115|1152.8968206126897|-328.26018709929673,msgpack/msgpack-c,1.41
joelguittet,developer,434.4969069285345|889.4487754979172|-289.726254327687,msgpack/msgpack-c,1.41
gwankyun,developer,148.018488648037|742.3606269376728|-400.8080777830363,msgpack/msgpack-c,1
mxe/mxe,repo,1431.360432119915|1420.2051327172671|961.8401543323193,,5.01
Jan200101,developer,1554.8746719941382|1342.9397713323333|791.0188363053107,mxe/mxe,6
darealshinji,developer,1363.3546236034426|1174.265408843465|908.4177565611332,mxe/mxe,4.24
toots,developer,1421.8120169213742|1400.7196023929337|1208.4000322687539,mxe/mxe,2.65
rayment,developer,1279.897150890663|1520.605651922403|1191.030704264425,mxe/mxe,2.45
mjwoods,developer,1444.854928149616|1446.9041583364233|983.0226961664673,mxe/mxe,2.45
bugwelle,developer,1179.3367209905787|1354.8374132551307|1022.279478271002,mxe/mxe,2.41
lopippo,developer,1596.6383297397233|1586.7781278629268|715.552104434172,mxe/mxe,2.24
txeyen,developer,1300.7399089255819|1509.9524601096375|962.0555292884633,mxe/mxe,2
fatduckling,developer,1380.5447725547854|1268.478652731951|965.7895270330705,mxe/mxe,1.73
schloegl,developer,1318.2581302118153|1360.748726202612|1103.3306588991231,mxe/mxe,1.73
TSC21,developer,1146.3414876135546|1539.9026810197515|1220.8093824990838,mxe/mxe,1.41
brettrjones-github,developer,1626.160980536946|1716.1206981238956|1145.7345604570594,mxe/mxe,1.41
ls-devs,developer,1525.5581268647243|1710.4477096637643|710.087523845384,mxe/mxe,1.41
sabelka,developer,1408.9441870709006|1525.992775800878|704.0604071217647,mxe/mxe,1.41
cgilles,developer,1194.610873823089|1351.856771746385|1125.9254838112024,mxe/mxe,1.41
Mengjianren,developer,1222.7423114665457|1643.5872506732449|1259.333142636482,mxe/mxe,1
inflex,developer,1363.2790064523456|1630.1431261640964|775.4451766680861,mxe/mxe,1
atsb,developer,1522.2375181684413|1218.5717418555832|860.7018074912279,mxe/mxe,1
brimmen,developer,1453.9360405112006|1420.8529727750868|1085.6880527060407,mxe/mxe,1
nikonowiczp,developer,1279.6938814189816|1403.5527521740232|788.3744750901992,mxe/mxe,1
dojoe,developer,1540.6323843684486|1440.96420698382|677.7526519484225,mxe/mxe,1
realnc,developer,1208.6996956437506|1334.7502147558346|1232.3090382012267,mxe/mxe,1
hdclark,developer,1154.8435948707706|1170.1273999385503|1106.341477779655,mxe/mxe,1
mabrand,developer,1723.0773018202594|1505.4859819376593|924.4177920630641,mxe/mxe,1
genpfault,developer,1552.5472575694528|1306.1031480731265|823.9388034203456,mxe/mxe,1
mbunkus,developer,1301.7070032622355|1676.4289982183013|1200.424216895682,mxe/mxe,1
dschwen,developer,1431.719547190956|1137.1547202105096|1053.4242121062734,mxe/mxe,1
mysociety/alaveteli,repo,1000.0564587365084|-1397.5939966348237|1490.05021804626,,8.52
gbp,developer,853.443200846478|-1687.907383372575|1626.8282292197775,mysociety/alaveteli,25.55
garethrees,developer,1066.3654636882547|-1579.5062708105675|1261.2693183237238,mysociety/alaveteli,18.62
alexander-griffen,developer,1116.6413058292646|-1268.2828483139715|1196.0516136114638,mysociety/alaveteli,10.55
HelenWDTK,developer,1002.9659488822225|-1624.4584254634337|1448.8207974730642,mysociety/alaveteli,8.64
mdeuk,developer,931.6979550813162|-1180.5014957541498|1271.5610154543435,mysociety/alaveteli,7.82
laurentS,developer,1098.0268967883426|-1575.925703580192|1661.9941204189413,mysociety/alaveteli,5.29
confirmordeny,developer,979.8914019250552|-1384.1796033119501|1714.1235373265636,mysociety/alaveteli,4.58
WilliamWDTK,developer,1063.09436832644|-1237.6946880475916|1605.648391054247,mysociety/alaveteli,4.06
FozzieHi,developer,788.8483384290976|-1344.242996637416|1557.2537124833439,mysociety/alaveteli,3.32
ajparsons,developer,1140.8248419797303|-1125.8053758989477|1443.5109850559431,mysociety/alaveteli,1.41
dracos,developer,1124.3638454189352|-1694.9834253549295|1367.05909906436,mysociety/alaveteli,1.41
MattK1234,developer,1114.107065654091|-1602.0690913269689|1383.032140627228,mysociety/alaveteli,1
JenMysoc,developer,948.7281731710835|-1486.5262092380324|1402.2259925575395,mysociety/alaveteli,1
schlos,developer,847.1918515559104|-1377.7607566239112|1581.8230750799673,mysociety/alaveteli,1
MythTV/mythtv,repo,1456.325957073031|785.9173386609818|-545.6748807255248,,5.26
kmdewaal,developer,1389.689946871216|1058.8786410803991|-662.3611464701512,MythTV/mythtv,13.66
bennettpeter,developer,1420.053265297187|872.2072422641813|-396.8631574453851,MythTV/mythtv,11.01
twitham1,developer,1518.7084803248022|521.5953209359992|-529.2491869556045,MythTV/mythtv,10.95
Jpilk,developer,1470.4910548385|562.122765127091|-499.86367630895325,MythTV/mythtv,10.46
linuxdude42,developer,1314.571432243428|508.7955800290521|-808.5318003911062,MythTV/mythtv,10.33
rcrdnalor,developer,1282.125394719078|852.8886436113121|-649.6226997532193,MythTV/mythtv,8.52
jfabernathy,developer,1236.5422907797492|591.5593397165685|-569.7894756502467,MythTV/mythtv,7.97
warpme,developer,1259.3542187281423|544.4517389161545|-388.3497702202625,MythTV/mythtv,6.45
garybuhrmaster,developer,1186.6770992727102|597.8717972459829|-550.196503571056,MythTV/mythtv,4.88
gigem,developer,1380.267604107515|507.4034419502043|-520.0104658787011,MythTV/mythtv,4.45
rungitringit,developer,1754.8966202307774|690.2033012790337|-698.2966646577075,MythTV/mythtv,3.24
MmAaXx500,developer,1461.7369160585743|707.8216106810153|-752.0573502467773,MythTV/mythtv,3.16
dfdario,developer,1267.866838751549|863.9384310576298|-638.8760962678435,MythTV/mythtv,3.16
billmeek,developer,1284.7026191193588|635.8160879794484|-451.7230438222931,MythTV/mythtv,2.73
arobro,developer,1482.9842278155334|818.1072365761286|-762.8196270368087,MythTV/mythtv,1.73
citronalco,developer,1216.8474806231493|576.5930241253234|-289.89230643613416,MythTV/mythtv,1.73
DarkDefender,developer,1546.083088755569|779.6059357073857|-489.83837710080286,MythTV/mythtv,1.73
thomasboehm,developer,1199.1659712433523|621.1943017092929|-798.0585418782405,MythTV/mythtv,1.41
marillat,developer,1694.755034507737|506.4710853390473|-370.8577471787313,MythTV/mythtv,1.41
SteveErl,developer,1689.4801855072235|860.3995347344975|-585.9935463452734,MythTV/mythtv,1.41
bshanteau,developer,1617.3524414312737|670.1001559573776|-335.7566375789057,MythTV/mythtv,1
benjsc,developer,1635.3141936367697|915.5789230459186|-344.7124836009216,MythTV/mythtv,1
mspieth,developer,1358.1490086569897|522.5454727537403|-510.86352539878305,MythTV/mythtv,1
nervosnetwork/ckb,repo,-768.4831189295085|412.3562389330805|-897.9450278700992,,9.48
eval-exec,developer,-580.8471410584073|138.14494158187136|-1182.8745284059512,nervosnetwork/ckb,27.52
nervos-bot-user,developer,-1045.1251411205287|607.6921697224612|-827.009511519916,nervosnetwork/ckb,19.65
zhangsoledad,developer,-860.7394490474513|705.2924580528158|-682.304382480704,nervosnetwork/ckb,18.2
chenyukang,developer,-713.4976981032031|205.59973802322583|-667.7561618345196,nervosnetwork/ckb,15.64
quake,developer,-1063.059753053887|364.79623610663793|-986.7932274610424,nervosnetwork/ckb,14.21
mohanson,developer,-1049.041139858283|626.9354970394892|-611.7470350361402,nervosnetwork/ckb,13.85
doitian,developer,-933.1317998404231|425.9060130143027|-851.7471052438987,nervosnetwork/ckb,11.37
xxuejie,developer,-496.9055667022782|514.5392216717237|-657.1927254614468,nervosnetwork/ckb,8.37
driftluo,developer,-673.0762484233979|379.8138013906909|-1124.528175124329,nervosnetwork/ckb,5.55
Keith-CY,developer,-737.7405289658768|197.6095660864962|-644.1401667037786,nervosnetwork/ckb,3.24
gpBlockchain,developer,-476.15832531518174|122.19164269410038|-955.8083242908697,nervosnetwork/ckb,3.16
guomaoqiu,developer,-769.2715628059802|461.874670983553|-858.8172352097939,nervosnetwork/ckb,3
liya2017,developer,-576.3008267613616|583.3250821431252|-1086.0104348634652,nervosnetwork/ckb,2.24
XuJiandong,developer,-920.8390602318225|289.9620881664514|-953.3681876673262,nervosnetwork/ckb,2
liuck8080,developer,-581.8812387206418|420.1707147649285|-1147.3169733177701,nervosnetwork/ckb,2
yangby-cryptape,developer,-843.8288368481005|342.40603494378877|-621.2423856084575,nervosnetwork/ckb,1.73
EthanYuan,developer,-736.6941010157312|460.8586165776946|-665.9128922514367,nervosnetwork/ckb,1.73
Flouse,developer,-533.6794390232859|211.5477191970174|-1010.0978916669446,nervosnetwork/ckb,1.41
wyjin,developer,-489.7975030587854|173.12780738855827|-1015.1456630747638,nervosnetwork/ckb,1
Simon-Tl,developer,-653.9901035353633|554.7754739929668|-1044.3427318130355,nervosnetwork/ckb,1
blckngm,developer,-842.3925313795231|569.2210526969742|-878.1493182861766,nervosnetwork/ckb,1
Nesvilab/FragPipe,repo,-1332.435893974609|-267.64481148742834|465.76828584434793,,33.13
fcyu,developer,-1382.272016477267|-309.96785218545386|426.6717550110018,Nesvilab/FragPipe,22.6
anesvi,developer,-1400.234325259808|11.741476616625846|644.8712375944822,Nesvilab/FragPipe,7.35
She1111,developer,-1352.7873226658126|-203.42254561316292|681.7382657470083,Nesvilab/FragPipe,5.61
tygrad,developer,-1471.9568188137644|-446.15738866035474|699.4764843045646,Nesvilab/FragPipe,5.55
dpolasky,developer,-1242.9299994100243|29.721618007116263|713.8873591569278,Nesvilab/FragPipe,5.38
danielgeiszler,developer,-1492.5078895695422|-70.77617447169808|740.5258971987536,Nesvilab/FragPipe,5.15
feng6544,developer,-1503.4949410564682|-449.11419538863623|585.1338477560619,Nesvilab/FragPipe,5.06
alyssaxin,developer,-1244.5792904809005|-0.9710154459177147|713.9572561585837,Nesvilab/FragPipe,5.02
ClaSofMag,developer,-1628.8988637669459|-404.71531249886107|352.85448159209534,Nesvilab/FragPipe,4.18
ericart89,developer,-1052.4644615043944|-278.7128928027405|615.5457746169504,Nesvilab/FragPipe,4.06
guoci,developer,-1608.4531803286998|-97.0626140355755|716.878520513362,Nesvilab/FragPipe,3.73
Junzhimo,developer,-1453.206095163405|-208.08524319272914|346.22703204710075,Nesvilab/FragPipe,3.41
MP-MS-Spec,developer,-1400.8539907394302|-80.82322527973582|294.7391371105904,Nesvilab/FragPipe,3.15
BrendonSeale,developer,-1295.7073467694497|-86.16903536457937|610.9008284896811,Nesvilab/FragPipe,3.15
JM-Bader,developer,-1126.5177636840674|-444.24228355221396|399.25057407525765,Nesvilab/FragPipe,2.83
ndtivendale,developer,-1211.8575164858541|-455.70099199031944|753.7549656931013,Nesvilab/FragPipe,2.83
pankajdwid,developer,-1543.8744901005089|-181.97603574003352|689.3147146601158,Nesvilab/FragPipe,2.83
lolaakinlaja,developer,-1096.7777888008677|-453.3492925065051|624.5441108271918,Nesvilab/FragPipe,2.83
MatteoLacki,developer,-1571.876918541985|-368.6351475011653|295.7777235832325,Nesvilab/FragPipe,2.83
EdwardSC625,developer,-1303.7330733534152|-520.3057302709573|534.6483459025994,Nesvilab/FragPipe,2.65
vanostad,developer,-1079.5304529563828|-478.8974040103493|749.3897694306869,Nesvilab/FragPipe,2.45
MarcD83,developer,-1336.5646734042741|-132.59776634534495|460.55858673215636,Nesvilab/FragPipe,2.45
Litovk,developer,-1374.6355177570827|-385.5465226893132|236.98781788395024,Nesvilab/FragPipe,2.45
johnpleid,developer,-1068.2204110882096|12.801577675145609|475.07860976568054,Nesvilab/FragPipe,2.45
d0minicO,developer,-1491.2107198817287|-145.37478841598522|199.37729545676518,Nesvilab/FragPipe,2.45
elenitskorda,developer,-1214.3408825466176|-102.32320516364024|282.5217144706053,Nesvilab/FragPipe,2.45
ohovey5,developer,-1364.4144409588082|-110.62559378203719|561.7856467954714,Nesvilab/FragPipe,2.24
lbwfff,developer,-1607.3461288901992|-389.4944306255875|276.7829377825387,Nesvilab/FragPipe,2.24
ashwinkallor,developer,-1326.5743297979418|-34.94410911556679|754.1851385750219,Nesvilab/FragPipe,2.24
animesh,developer,-1414.406849815709|-403.91468023801224|236.9490996819414,Nesvilab/FragPipe,2.24
neutrinolabs/xrdp,repo,738.6294724942777|940.582631255912|888.3516761723199,,18.04
matt335672,developer,532.1503968486296|809.9517371374754|901.7859806690199,neutrinolabs/xrdp,24.67
metalefty,developer,912.7453323290916|727.0740617927486|817.3010548469185,neutrinolabs/xrdp,10.3
iskunk,developer,830.1733789915655|834.3588044720153|707.5582608881515,neutrinolabs/xrdp,6.93
maghmo1,developer,767.1646469751577|986.6012457423209|1012.0899548012911,neutrinolabs/xrdp,5.02
Cromagnon31,developer,941.7398217253892|1179.8393529565951|922.2880975806099,neutrinolabs/xrdp,4.16
pcgeek86,developer,911.6327580774023|695.2143010710028|902.5129702454631,neutrinolabs/xrdp,4.15
m666m,developer,880.9154671065419|1166.1061313795396|680.4126059386123,neutrinolabs/xrdp,3.97
jsorg71,developer,584.1299783414433|1017.1566680907488|670.3447621540096,neutrinolabs/xrdp,3.83
themexdev,developer,689.5946836532332|1077.2337342489104|991.0311294314301,neutrinolabs/xrdp,3.74
Nexarian,developer,670.0549988944163|1109.443335667246|630.1374016417358,neutrinolabs/xrdp,3.73
noorez,developer,468.1176705468298|1110.270358893754|697.8492945419853,neutrinolabs/xrdp,3.24
yurivict,developer,462.06661385056293|1195.5398480893814|798.946806178242,neutrinolabs/xrdp,3.15
JSSSSSSSSSS,developer,628.3352524467939|823.4931649363396|720.508516679344,neutrinolabs/xrdp,3
SorrowKiss,developer,543.5903964056972|791.6873098110141|910.7149363745878,neutrinolabs/xrdp,2.83
JM-Teule,developer,717.8623656594402|860.5619276495104|1024.255287308259,neutrinolabs/xrdp,2.83
reukiodo,developer,812.3520882336497|901.3351561527658|748.3246459966691,neutrinolabs/xrdp,2.83
morgancoxuk,developer,571.6511548673375|882.5577252554243|892.617766887111,neutrinolabs/xrdp,2.83
isx2015,developer,633.1602553448877|1182.9645121858516|1070.7248537738137,neutrinolabs/xrdp,2.65
steffen-moser,developer,788.8436729455373|865.2948604728896|708.9392592281918,neutrinolabs/xrdp,2.65
apivovarov,developer,786.3422862293357|784.5019685366815|659.8799416923932,neutrinolabs/xrdp,2.65
cartpauj,developer,522.006906478487|1127.3114850291668|860.991090060134,neutrinolabs/xrdp,2.45
AlexanderZhirov,developer,833.3620164320556|661.1524019990833|631.1818645013593,neutrinolabs/xrdp,2.45
pktiuk,developer,564.1073696284075|706.993312184003|801.635537344914,neutrinolabs/xrdp,2.45
enricotagliavini,developer,463.3572321000832|709.2033204401135|846.908520926503,neutrinolabs/xrdp,2.41
csantosbh,developer,820.8992150987913|1013.5250596845369|832.5346957916283,neutrinolabs/xrdp,2.41
mvinsky,developer,485.91800241304435|1033.2684300359992|611.775255323482,neutrinolabs/xrdp,2.24
CynCeyd,developer,868.6199658788682|794.8330978966278|870.3892966811043,neutrinolabs/xrdp,2.24
puneet336,developer,762.811071840539|967.4897302676735|790.2934494235772,neutrinolabs/xrdp,2.24
LostPoE,developer,486.324856571522|1046.559365263604|980.041604797113,neutrinolabs/xrdp,2.24
alfredojoseneto,developer,640.9570414592918|653.2595652130204|991.9593278141829,neutrinolabs/xrdp,2
newrelic/newrelic-ruby-agent,repo,548.4053530341971|1053.657248125341|-881.0205115996946,,15.68
fallwith,developer,541.9654487845767|1347.6721395866477|-766.0934876535753,newrelic/newrelic-ruby-agent,41.42
kaylareopelle,developer,457.97325466779245|1005.5334673856156|-914.6674678965458,newrelic/newrelic-ruby-agent,36.84
hannahramadan,developer,562.758652173278|1297.4269763562293|-1181.002924414605,newrelic/newrelic-ruby-agent,28.71
tannalynn,developer,491.743589684177|1040.2945578243414|-589.3152656983751,newrelic/newrelic-ruby-agent,16.98
kford-newrelic,developer,627.9891474419326|880.9945388425513|-586.8013130027629,newrelic/newrelic-ruby-agent,6.1
olleolleolle,developer,355.1513487516284|773.373886035809|-996.1042830458669,newrelic/newrelic-ruby-agent,3.16
manuraj17,developer,610.6291770780779|1164.1079400265157|-783.2930762157112,newrelic/newrelic-ruby-agent,2.83
antonmorant,developer,398.8872192541355|887.9507451443735|-708.3108846264463,newrelic/newrelic-ruby-agent,2.73
prateeksen,developer,800.1431079357591|863.0743061618485|-585.0826998182771,newrelic/newrelic-ruby-agent,2.65
jcrisp,developer,418.9396540057237|783.7485076994838|-656.7253025070574,newrelic/newrelic-ruby-agent,2.45
ajesler,developer,736.2705981667623|1194.7821792814589|-1174.1336088733333,newrelic/newrelic-ruby-agent,2.24
JulienDefrance,developer,691.3931945186553|822.4856502380264|-682.9816688596616,newrelic/newrelic-ruby-agent,2
CLAassistant,developer,657.1639993001277|1256.138784715112|-1152.3464932901838,newrelic/newrelic-ruby-agent,3.83
aki1221,developer,621.1030302864706|800.2031128485304|-631.3347574252011,newrelic/newrelic-ruby-agent,1.73
jdelStrother,developer,779.981173889439|1220.696938655633|-685.2783758719895,newrelic/newrelic-ruby-agent,1.73
dark-panda,developer,521.8106408245335|905.6984561160893|-899.3984172803962,newrelic/newrelic-ruby-agent,1.41
travisbell,developer,607.460786318693|933.5656779793945|-758.8186364395222,newrelic/newrelic-ruby-agent,1.41
zohaib-sarwar-confiz,developer,710.0574988450104|1220.4205235330965|-924.9811026698493,newrelic/newrelic-ruby-agent,1.41
toncid,developer,528.6050989548012|780.9909434909844|-717.8080942377592,newrelic/newrelic-ruby-agent,1.41
ryansch,developer,480.98992347066485|1292.927576942002|-759.1270206952597,newrelic/newrelic-ruby-agent,1
isaacbowen,developer,829.8738389595593|1070.3513677657338|-916.3994216390162,newrelic/newrelic-ruby-agent,1
ioquatix,developer,419.8094671556689|1106.0307765070934|-817.8604752066828,newrelic/newrelic-ruby-agent,2.41
fcheung,developer,556.2089809684085|1122.5851308300073|-977.8142353845865,newrelic/newrelic-ruby-agent,1
nikic/PHP-Parser,repo,1364.7867804782145|-1222.2794383152625|-1015.5981254942261,,3.71
nikic,developer,1474.2311329848958|-977.3121339815574|-1067.0309055503922,nikic/PHP-Parser,8.89
staabm,developer,1597.4165668442672|-1068.2411578621372|-831.3298945022301,nikic/PHP-Parser,4.69
rulatir,developer,1251.897694566742|-1176.851467568918|-1189.34029868396,nikic/PHP-Parser,3.45
AlessandroMinoccheri,developer,1117.8841817558712|-1494.8303350783353|-1054.6336198255995,nikic/PHP-Parser,3
Danon,developer,1346.7979347487574|-1502.257535648165|-796.4578562469915,nikic/PHP-Parser,2.83
mrsuh,developer,1470.3937373526242|-1420.6983165370639|-864.3249586460015,nikic/PHP-Parser,2.45
dryabov,developer,1451.3519509045861|-1092.828868704541|-941.763401418919,nikic/PHP-Parser,2.45
kl3sk,developer,1299.3145086394882|-1061.6544810443825|-799.2439436257833,nikic/PHP-Parser,2.41
theofidry,developer,1120.3678940430045|-1053.1686006766724|-1008.0449438201138,nikic/PHP-Parser,2.24
athos-ribeiro,developer,1257.483110773425|-1431.3920741097165|-767.9062533304505,nikic/PHP-Parser,2
mmcgrathRSD,developer,1545.4196587976462|-1099.1874119018137|-1174.1760433682211,nikic/PHP-Parser,1.41
frodeborli,developer,1079.4156148476357|-1158.488801636538|-1299.2905196964875,nikic/PHP-Parser,1.41
boesing,developer,1654.8861270691846|-1512.7261727723667|-1206.8694600723595,nikic/PHP-Parser,1.41
TomasVotruba,developer,1085.8226024735436|-1393.4661723855752|-1108.1995549309838,nikic/PHP-Parser,1
nilsteampassnet/TeamPass,repo,-154.10375861366788|464.8659998780729|1046.8856698677423,,17.62
nilsteampassnet,developer,-379.9572636765771|186.34323280017765|1100.1656274807501,nilsteampassnet/TeamPass,10.64
Nachtlichtermeer,developer,-109.57193276887477|672.2383150671458|1166.0050614090521,nilsteampassnet/TeamPass,10.44
bkszzz,developer,-96.62133281700119|590.4651294077878|1040.1945288811726,nilsteampassnet/TeamPass,5.61
Johnybe,developer,-162.91943332558878|554.0126916578001|1018.3023297402158,nilsteampassnet/TeamPass,5.29
hitenmandalia,developer,-2.6871220460758423|385.4105163551785|1279.7258334662492,nilsteampassnet/TeamPass,4.58
crismh90,developer,-379.57233672324395|427.2134349965818|1030.6595969247232,nilsteampassnet/TeamPass,4.15
Andrei-Paul,developer,-440.47788066244004|203.63232427485605|1047.4382970258862,nilsteampassnet/TeamPass,4
accnetdev,developer,-297.0714327618641|317.66241142383046|925.8329639038266,nilsteampassnet/TeamPass,3.73
NaumovAlexey,developer,31.71039727458617|578.0171358499886|1317.1980342084614,nilsteampassnet/TeamPass,3.65
ssudosu,developer,-90.19300523912557|477.2231789701243|920.4654413727195,nilsteampassnet/TeamPass,3.46
